##Refuelling
"Одометр (км)","Дата","Топливо","Цена / л","Общая стоимость","Объем","Полный бак","Второе топливо","Цена / л","Общая стоимость","Объем","Полный бак" 2,"Третье топливо","Цена / л","Общая стоимость","Объем","Полный бак" 3,"Эффективный расход топлива","Расстояние","Тип зарядки","Начальный заряд (%)","Конечный заряд (%)","Длительность (мин)","Азс","Водитель","Тип расхода","Метод оплаты","Примечание","Скидка"
"361502.0","2020-09-21 14:09:38","Бензин АИ92","140","5563.04","39.736","Да","","0","0","0","Нет","","0","0","0","Нет","6,701 л/100км","698.0","","","","","Petrol Asia","","","","","0"
"361480.0","2020-09-21 13:28:19","Бензин АИ92","152","1200","7.895","Нет","","0","0","0","Нет","","0","0","0","Нет","5,863 л/100км","22.0","","","","","Sinooil","","","","","0"
"361121.0","2020-09-20 22:21:30","Бензин АИ92","150","1500","10","Нет","","0","0","0","Нет","","0","0","0","Нет","5,863 л/100км","359.0","","","","","Гелиос","","","","","0"
"360519.0","2020-09-20 18:37:39","Бензин АИ92","154","2443","15.864","Да","","0","0","0","Нет","","0","0","0","Нет","5,863 л/100км","602.0","","","","","Газпром","","","","","0"
"360200.0","2020-09-20 16:10:36","Бензин АИ92","149","2000","13.423","Да","","0","0","0","Нет","","0","0","0","Нет","4,973 л/100км","319.0","","","","","Газпром","","","","","0"
"360049.0","2020-09-18 11:31:29","Бензин АИ92","144","5300.064","36.806","Да","","0","0","0","Нет","","0","0","0","Нет","8,889 л/100км","151.0","","","","","Sinooil","","","","","0"
"359398.0","2020-09-17 09:49:18","Бензин АИ92","152","5000","32.895","Да","","0","0","0","Нет","","0","0","0","Нет","5,654 л/100км","651.0","","","","","Гелиос","","","","","0"
"358793.0","2020-09-17 05:53:07","Бензин АИ92","153","2310","15.098","Да","","0","0","0","Нет","","0","0","0","Нет","5,437 л/100км","605.0","","","","","Газпром","","","","","0"
"358547.0","2020-09-14 22:29:16","Бензин АИ92","140","6196","44.257","Да","","0","0","0","Нет","","0","0","0","Нет","6,137 л/100км","246.0","","","","","Petrol Asia","","","","","0"
"357790.0","2020-09-09 19:47:26","Бензин АИ92","140","6940","49.571","Да","","0","0","0","Нет","","0","0","0","Нет","5,846 л/100км","757.0","","","","","Petrol Asia","","","","","0"

##Expense
"Одометр (км)","Дата","Общая стоимость","Вид расхода","Местный расход","Водитель","Тип расхода","Метод оплаты","Примечание","Заголовок","Скидка"
"490500.0","2025-07-06 10:53:07","6800","Техосмотр","","driver-ea23167db8ec","","","","","0"
"0.0","2025-06-08 05:35:00","19827","Страхование","","driver-ea23167db8ec","","","","","0"
"474500.0","2024-07-06 09:28:42","5000","Техосмотр","","driver-ea23167db8ec","","","","","0"
"473300.0","2024-06-11 16:59:50","32576","Страхование","","driver-ea23167db8ec","","","","","0"
"450700.0","2023-07-02 01:19:01","3500","Техосмотр","","driver-ea23167db8ec","","","","","0"
"449000.0","2023-06-12 01:13:49","14460","Страхование","","driver-ea23167db8ec","","","","","0"
"420420.0","2022-07-01 16:24:12","3500","Техосмотр","","","","","","","0"
"418600.0","2022-06-10 19:00:03","11000","Страхование","","","","","","","0"
"386966.0","2021-06-08 14:32:54","8365","Страхование","","","","","Polis 28168015201I zaklyuchen! PLOTICIN N.A. 982ALZ17  09.06.2021 - 08.06.2022. premia 8365kzt. Skachaite polis na WhatsApp https://eurasia36.kz/?X=FJYpU. Pri DTP - zvonite 5678 besplatno s mobilnogo.","","0"
"377733.0","2021-03-22 20:13:37","2400","Автомойка","","","","","","","0"
"376645.0","2021-03-10 10:33:07","2000","Автомойка","","","","","","","0"

##Service
"Одометр (км)","Дата","Общая стоимость","Вид сервиса","Название сервиса","Водитель","Метод оплаты","Примечание","Заголовок","Скидка"
"490983.0","2025-07-19 15:46:49","19000","Замена масла","","driver-ea23167db8ec","","","","0"
"490983.0","2025-07-19 15:46:49","3000","Масляный фильтр","","driver-ea23167db8ec","","","","0"
"475800.0","2024-07-22 20:30:05","14200","Замена масла","","driver-ea23167db8ec","","","","0"
"475800.0","2024-07-22 20:30:05","1300","Масляный фильтр","","driver-ea23167db8ec","","","","0"
"475800.0","2024-07-22 20:30:05","2000","Стоимость работы","","driver-ea23167db8ec","","","","0"
"465800.0","2024-01-08 10:24:58","734500","Ремонт двигателя","","driver-ea23167db8ec","","","","0"
"465800.0","2024-01-08 10:24:58","82000","Стоимость работы","","driver-ea23167db8ec","","","","0"
"465700.0","2023-12-12 01:23:56","77400","Система охлаждения","","driver-ea23167db8ec","","","","0"
"455200.0","2023-08-21 01:21:22","32000","Рулевая рейка","","driver-ea23167db8ec","","","","0"
"454636.0","2023-08-15 01:10:12","9600","Замена масла","","driver-ea23167db8ec","","","","0"
"454636.0","2023-08-15 01:10:12","1300","Масляный фильтр","","driver-ea23167db8ec","","","","0"
"434000.0","2022-12-05 15:41:26","10000","Замена жидкости АКПП","","driver-ea23167db8ec","","","","0"
"434000.0","2022-12-05 15:41:26","4000","Замена тормозов","","driver-ea23167db8ec","","","","0"
"434000.0","2022-12-05 15:41:26","45000","Рулевая рейка","","driver-ea23167db8ec","","","","0"
"434000.0","2022-12-05 15:41:26","45000","Система рулевого управления","","driver-ea23167db8ec","","","","0"
"434000.0","2022-12-05 15:41:26","11000","Тормозные колодки","","driver-ea23167db8ec","","","","0"
"434000.0","2022-12-05 15:41:26","40000","Трансмиссионная жидкость","","driver-ea23167db8ec","","","","0"
"434000.0","2022-12-05 15:41:26","5800","Фильтр АКПП","","driver-ea23167db8ec","","","","0"
"433583.0","2022-11-04 17:59:41","12000","Замена масла","","driver-ea23167db8ec","","","","0"
"433583.0","2022-11-04 17:59:41","3000","Масляный фильтр","","driver-ea23167db8ec","","","","0"
"431900.0","2022-10-21 19:16:13","18000","Кондиционер","","driver-ea23167db8ec","","","","0"
"431900.0","2022-10-21 19:16:13","73000","Система обогрева","","driver-ea23167db8ec","","","","0"
"431900.0","2022-10-21 19:16:13","35000","Система охлаждения","","driver-ea23167db8ec","","","","0"
"424400.0","2022-08-10 10:59:47","3500","Топливный насос","","","","","","0"
"424400.0","2022-08-10 10:59:47","1500","Топливный фильтр","","","","","","0"
"418910.0","2022-06-13 19:03:42","2000","Воздушный фильтр","","","","","","0"
"418910.0","2022-06-13 19:03:42","14000","Замена масла","","","","","","0"
"418910.0","2022-06-13 19:03:42","1400","Масляный фильтр","","","","","","0"
"413150.0","2022-04-14 23:08:43","36150","Новые шины","","","","Запаска","","0"
"413150.0","2022-04-14 23:05:37","12475","Балансировка шин","","","","","","0"
"397300.0","2021-09-09 21:46:57","25800","Тормозные диски","","","","","","0"
"397300.0","2021-09-09 21:46:57","6500","Тормозные колодки","","","","","","0"
"396930.0","2021-09-05 13:15:57","15000","Подвеска","","","","Правый рычаг","","0"
"396930.0","2021-09-05 13:15:57","4000","Стоимость работы","","","","Правый рычаг","","0"
"396930.0","2021-09-05 13:15:09","12000","Замена масла","","","","","","0"
"396930.0","2021-09-05 13:15:09","1500","Масляный фильтр","","","","","","0"
"393510.0","2021-08-09 22:12:02","8000","Свечные Провода","","","","","","0"
"387367.0","2021-06-12 12:50:01","39500","Аккумулятор","","","","","","0"
"383000.0","2021-05-09 19:12:02","86000","Подвеска","","","","","","0"
"383000.0","2021-05-09 19:12:02","25000","Стоимость работы","","","","","","0"
"381871.0","2021-04-27 16:26:39","1000","Воздушный фильтр","","","","","","0"
"381871.0","2021-04-27 16:26:39","12000","Замена масла","","","","","","0"
"381871.0","2021-04-27 16:26:39","1000","Масляный фильтр","","","","","","0"
"377330.0","2021-03-19 15:09:35","177400","Новые шины","","","","","","0"
"376644.0","2021-03-10 10:31:32","43000","Тюнинг/обвес","","","","Поперечины на крышу","","0"
"368600.0","2020-12-13 09:17:40","11000","Замена масла","","","","","","0"
"367770.0","2020-12-05 09:36:41","1000","Свечи зажигания","","","","","","0"
"366608.0","2020-11-21 16:04:15","2000","Масляный фильтр","","","","","","0"
"366608.0","2020-11-21 16:04:15","6000","Свечи зажигания","","","","","","0"
"366608.0","2020-11-21 16:04:15","1500","Свечи зажигания","","","","","","0"
"366365.0","2020-11-18 16:02:44","4800","Стоимость работы","","","","","","0"
"366365.0","2020-11-18 16:02:44","4900","Тормозные колодки","","","","","","0"
"366235.0","2020-11-17 16:01:02","2000","Балансировка шин","","","","","","0"
"366165.0","2020-11-16 16:00:23","1500","Фары","","","","","","0"

